#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1265: Lower Kachemak Creek, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lower Kachemak Creek (1265) 
# Alaska  SNOTEL Site - 1960 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 12, 2026, 11:31:54 AM GMT-08:00
#
Date,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Accumulation (in) Start of Day Values,Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2019-05-04,37.8,44.6,31.3,56.8,31,
2019-05-05,35.6,37.9,33.1,56.8,29,
2019-05-06,38.3,42.4,34.2,56.9,29,
2019-05-07,38.8,46.9,33.6,56.9,27,
2019-05-08,39.0,48.7,32.0,57.1,24,
2019-05-09,38.8,42.6,34.2,57.3,21,
2019-05-10,35.4,40.1,33.4,57.4,20,
2019-05-11,36.9,45.0,33.6,59.4,20,
2019-05-12,34.9,39.7,32.5,59.4,19,
2019-05-13,36.1,40.6,33.6,59.5,18,
2019-05-14,41.4,50.5,32.9,59.5,17,
2019-05-15,40.5,44.6,36.7,59.5,15,
2019-05-16,41.4,49.1,35.4,59.5,14,
2019-05-17,37.4,43.5,33.1,59.5,11,
2019-05-18,39.6,45.9,33.8,59.9,10,
2019-05-19,42.3,46.4,37.8,60.0,9,
2019-05-20,41.2,46.2,37.8,60.0,6,
2019-05-21,42.8,51.4,36.3,60.0,3,
2019-05-22,41.2,45.9,37.6,60.0,0,
2019-05-23,40.5,49.1,37.8,60.0,0,
2019-05-24,47.7,56.5,37.9,60.2,0,
2019-05-25,42.1,46.8,39.2,60.2,0,
2019-05-26,42.4,46.8,39.6,60.2,0,
2019-05-27,41.0,48.2,37.4,60.4,0,
2019-05-28,43.5,50.5,39.0,60.4,0,
2019-05-29,41.4,43.5,37.8,60.4,0,
2019-05-30,42.8,47.5,40.3,60.5,0,
2019-05-31,43.9,49.6,37.8,60.5,0,
2019-06-01,42.4,51.1,37.2,60.5,0,
2019-06-02,42.6,49.8,37.2,60.5,0,
2019-06-03,48.4,58.8,39.9,60.5,0,
2019-06-04,49.6,57.9,42.6,60.5,0,
2019-06-05,51.4,59.4,43.7,60.6,0,
2019-06-06,54.5,63.5,46.9,60.6,0,
2019-06-07,54.7,63.5,43.7,60.6,0,
2019-06-08,46.2,54.7,41.7,60.6,0,
2019-06-09,47.8,55.0,42.6,60.6,0,
2019-06-10,51.1,60.1,41.4,60.6,0,
2019-06-11,52.2,63.9,44.6,60.6,0,
2019-06-12,50.4,59.0,45.3,60.6,0,
2019-06-13,49.8,58.6,41.9,60.6,0,
2019-06-14,46.8,50.7,44.1,60.6,0,
2019-06-15,46.2,51.4,42.4,60.6,0,
2019-06-16,48.2,55.6,44.8,60.7,0,
2019-06-17,48.6,55.6,43.5,60.7,0,
2019-06-18,47.1,53.1,41.0,60.7,0,
2019-06-19,51.4,61.9,41.4,60.7,0,
2019-06-20,50.7,61.0,43.5,60.7,0,
2019-06-21,48.7,56.3,42.8,60.7,0,
2019-06-22,54.1,63.0,43.5,60.7,0,
2019-06-23,58.3,68.2,50.5,60.7,0,
2019-06-24,57.6,65.1,48.2,60.7,0,
2019-06-25,56.7,64.9,50.4,60.7,0,
2019-06-26,59.5,68.0,51.1,60.7,0,
2019-06-27,63.5,72.9,55.6,60.7,0,
2019-06-28,67.1,76.3,58.6,60.7,0,
2019-06-29,68.0,78.3,57.9,60.7,0,
2019-06-30,61.2,73.9,49.1,60.7,0,
2019-07-01,58.3,66.0,48.2,60.7,0,
2019-07-02,62.1,68.7,55.2,60.7,0,
2019-07-03,65.3,73.8,56.1,60.7,0,
2019-07-04,68.2,79.2,61.0,60.7,0,
2019-07-05,67.3,73.9,61.2,60.7,0,
2019-07-06,68.7,77.7,60.4,60.7,0,
2019-07-07,70.3,79.0,63.3,60.7,0,
2019-07-08,69.8,79.2,62.4,60.7,0,
2019-07-09,61.9,69.8,51.3,60.7,0,
2019-07-10,55.4,64.8,49.1,60.7,0,
2019-07-11,53.4,62.1,48.2,60.7,0,
2019-07-12,54.3,62.4,50.0,60.7,0,
2019-07-13,53.1,58.3,49.6,60.7,0,
2019-07-14,51.1,54.1,48.6,60.7,0,
2019-07-15,49.8,52.0,46.8,60.7,0,
2019-07-16,48.7,52.2,46.0,61.3,0,
2019-07-17,56.7,66.2,44.8,61.6,0,
2019-07-18,60.3,68.7,53.2,61.6,0,
2019-07-19,58.3,64.8,54.0,61.6,0,
2019-07-20,55.2,60.4,51.4,61.6,0,
2019-07-21,57.9,64.0,50.7,61.6,0,
2019-07-22,59.2,67.3,53.2,61.6,0,
2019-07-23,54.5,61.7,50.0,61.6,0,
2019-07-24,52.3,61.0,48.0,61.7,0,
2019-07-25,53.1,62.8,45.9,61.7,0,
2019-07-26,49.1,52.2,46.4,61.7,0,
2019-07-27,49.1,53.1,45.9,61.8,0,
2019-07-28,50.5,59.0,46.2,62.1,0,
2019-07-29,54.3,63.3,45.5,62.1,0,
2019-07-30,58.3,67.1,50.7,62.1,0,
2019-07-31,55.2,64.6,46.9,62.1,0,
2019-08-01,52.0,59.5,45.9,62.1,0,
2019-08-02,58.5,67.1,53.2,62.1,0,
2019-08-03,63.5,67.8,57.4,62.1,0,
2019-08-04,63.0,70.5,56.3,62.1,0,
2019-08-05,62.2,72.5,52.9,62.1,0,
2019-08-06,61.5,66.4,54.5,62.1,0,
2019-08-07,62.1,69.3,54.7,62.1,0,
2019-08-08,61.2,69.6,53.2,62.1,0,
2019-08-09,61.7,71.4,53.6,62.1,0,
2019-08-10,62.2,72.7,55.4,62.1,0,
2019-08-11,62.2,72.0,53.4,62.1,0,
2019-08-12,63.3,71.4,55.4,62.1,0,
2019-08-13,64.2,70.5,58.3,62.1,0,
2019-08-14,62.1,67.8,55.6,62.1,0,
2019-08-15,63.0,70.7,54.0,62.1,0,
2019-08-16,64.2,73.8,53.4,62.1,0,
2019-08-17,59.0,64.4,52.5,62.1,0,
2019-08-18,51.8,59.4,45.9,62.1,0,
2019-08-19,50.2,60.4,41.9,62.1,0,
2019-08-20,48.2,57.9,41.5,62.1,0,
2019-08-21,50.4,64.2,40.6,62.1,0,
2019-08-22,50.5,60.1,43.7,62.1,0,
2019-08-23,53.4,61.0,45.7,62.1,0,
2019-08-24,54.1,62.8,46.2,62.1,0,
2019-08-25,52.2,61.0,46.4,62.1,0,
2019-08-26,51.8,60.1,46.8,62.1,0,
2019-08-27,54.5,63.5,48.6,62.1,0,
2019-08-28,54.1,63.9,47.5,62.1,0,
2019-08-29,51.4,61.9,45.5,62.1,0,
2019-08-30,48.2,56.3,43.3,62.1,0,
2019-08-31,50.4,55.6,46.2,62.1,0,
2019-09-01,51.4,54.3,47.8,62.4,0,
2019-09-02,49.3,51.8,46.0,62.6,0,
2019-09-03,49.3,55.2,44.2,63.3,0,
2019-09-04,49.1,56.5,43.5,63.3,0,
2019-09-05,48.9,60.3,42.6,63.3,0,
2019-09-06,48.4,56.1,44.2,63.3,0,
2019-09-07,47.8,50.5,44.6,63.4,0,
2019-09-08,50.0,60.4,44.4,64.8,0,
2019-09-09,48.4,55.8,43.7,64.8,0,
2019-09-10,47.5,56.1,42.8,64.8,0,
2019-09-11,49.3,57.9,41.9,64.8,0,
2019-09-12,47.1,50.0,44.8,65.3,0,
2019-09-13,46.2,50.7,42.3,67.4,0,
2019-09-14,51.4,61.3,42.8,67.4,0,
2019-09-15,47.5,55.2,42.3,67.4,0,
2019-09-16,48.2,56.1,42.3,68.3,0,
2019-09-17,48.6,57.9,44.4,68.3,0,
2019-09-18,47.8,51.8,44.6,68.6,0,
2019-09-19,46.9,52.0,42.4,69.0,0,
2019-09-20,43.5,47.8,41.0,69.2,0,
2019-09-21,40.5,42.3,38.5,69.5,0,
2019-09-22,41.9,48.9,34.5,69.8,0,
2019-09-23,44.1,48.7,39.6,69.8,0,
2019-09-24,41.4,44.8,37.9,69.8,0,
2019-09-25,39.4,43.5,35.8,70.0,0,
2019-09-26,38.8,48.2,33.1,70.0,0,
2019-09-27,41.5,51.3,33.1,70.0,0,
2019-09-28,41.9,45.5,39.6,70.0,0,
2019-09-29,45.7,49.3,40.6,70.1,0,
2019-09-30,41.9,44.8,40.6,70.6,0,
2019-10-01,40.6,46.6,37.6,0.0,0,
2019-10-02,40.1,47.1,36.9,0.6,0,
2019-10-03,41.5,48.7,35.8,0.6,0,
2019-10-04,43.3,48.2,35.6,0.6,0,
2019-10-05,36.3,39.7,33.8,0.6,0,
2019-10-06,35.1,41.0,30.7,0.7,0,
2019-10-07,38.1,44.1,31.6,0.7,0,
2019-10-08,39.9,43.7,36.0,0.7,0,
2019-10-09,41.4,44.6,39.0,0.7,0,
2019-10-10,36.0,40.3,32.9,0.8,0,
2019-10-11,34.3,39.4,30.7,1.1,0,
2019-10-12,33.6,39.4,30.2,1.2,0,
2019-10-13,36.3,42.3,30.2,1.3,1,
2019-10-14,37.0,43.0,33.0,1.3,0,
2019-10-15,35.0,38.0,32.0,1.3,1,
2019-10-16,33.0,37.0,30.0,1.3,0,
2019-10-17,35.0,37.0,32.0,1.4,0,
2019-10-18,36.0,42.0,33.0,1.5,0,
2019-10-19,38.0,44.0,34.0,1.6,0,
2019-10-20,37.0,41.0,35.0,1.6,0,
2019-10-21,36.0,42.0,33.0,1.8,0,
2019-10-22,36.0,38.0,33.0,1.8,0,
2019-10-23,38.0,40.0,36.0,3.2,0,
2019-10-24,37.0,41.0,34.0,6.7,1,
2019-10-25,34.0,39.0,30.0,6.8,1,
2019-10-26,38.0,40.0,35.0,6.9,0,
2019-10-27,41.0,46.0,37.0,7.0,0,
2019-10-28,41.0,44.0,39.0,11.0,1,
2019-10-29,39.0,42.0,36.0,11.6,0,
2019-10-30,37.0,42.0,34.0,13.8,0,
2019-10-31,38.0,42.0,35.0,13.8,0,
2019-11-01,40.0,43.0,37.0,13.9,0,
2019-11-02,39.0,40.0,37.0,14.0,0,
2019-11-03,39.0,40.0,37.0,14.0,0,
2019-11-04,38.0,39.0,36.0,14.3,0,
2019-11-05,40.0,44.0,38.0,14.6,0,
2019-11-06,42.0,47.0,40.0,14.6,0,
2019-11-07,43.0,44.0,41.0,14.7,0,
2019-11-08,44.0,48.0,40.0,14.8,0,
2019-11-09,41.0,47.0,39.0,14.8,0,
2019-11-10,39.0,42.0,37.0,14.8,0,
2019-11-11,37.0,40.0,34.0,14.8,0,
2019-11-12,41.0,46.0,38.0,14.8,1,
2019-11-13,41.0,44.0,38.0,14.8,0,
2019-11-14,37.0,41.0,32.0,14.8,0,
2019-11-15,37.0,41.0,32.0,15.2,0,
2019-11-16,29.0,34.0,26.0,16.1,0,
2019-11-17,29.0,33.0,25.0,16.2,0,
2019-11-18,29.0,37.0,23.0,16.2,0,
2019-11-19,39.0,46.0,36.0,16.3,2,
2019-11-20,37.0,40.0,34.0,16.7,0,
2019-11-21,36.0,41.0,34.0,17.8,0,
2019-11-22,34.0,38.0,30.0,19.2,0,
2019-11-23,28.0,32.0,25.0,19.5,0,
2019-11-24,24.0,27.0,21.0,19.6,,
2019-11-25,20.0,24.0,16.0,19.8,0,
2019-11-26,26.0,35.0,16.0,19.8,2,
2019-11-27,33.0,35.0,30.0,19.9,2,
2019-11-28,38.0,41.0,32.0,20.6,17,
2019-11-29,37.0,40.0,35.0,23.3,5,
2019-11-30,32.0,39.0,26.0,23.6,4,
2019-12-01,30.0,35.0,26.0,23.8,1,
2019-12-02,23.0,28.0,21.0,24.1,,
2019-12-03,20.0,22.0,17.0,24.5,8,
2019-12-04,16.0,18.0,14.0,,7,
2019-12-05,24.0,27.0,17.0,,10,
2019-12-06,32.0,36.0,26.0,,10,
2019-12-07,37.0,41.0,35.0,,11,
2019-12-08,34.0,39.0,32.0,,6,
2019-12-09,37.0,40.0,33.0,,5,
2019-12-10,36.0,39.0,33.0,,2,
2019-12-11,38.0,40.0,36.0,,4,
2019-12-12,38.0,40.0,35.0,,2,
2019-12-13,35.0,37.0,33.0,,2,
2019-12-14,34.0,37.0,30.0,,2,
2019-12-15,36.0,38.0,34.0,,5,
2019-12-16,34.0,37.0,32.0,,3,
2019-12-17,34.0,36.0,32.0,,3,
2019-12-18,32.0,35.0,28.0,,3,
2019-12-19,23.0,29.0,15.0,,5,
2019-12-20,16.0,20.0,13.0,,2,
2019-12-21,18.0,21.0,13.0,,3,
2019-12-22,22.0,30.0,13.0,,4,
2019-12-23,23.0,30.0,18.0,,5,
2019-12-24,21.0,28.0,10.0,,4,
2019-12-25,21.0,34.0,10.0,,7,
2019-12-26,16.0,21.0,6.0,,7,
2019-12-27,8.0,20.0,1.0,,7,
2019-12-28,12.0,22.0,4.0,,5,
2019-12-29,28.0,39.0,13.0,,9,
2019-12-30,33.0,39.0,27.0,,17,
2019-12-31,29.0,39.0,6.0,,15,
2020-01-01,0.0,7.0,-2.0,,15,
2020-01-02,3.0,10.0,-3.0,,15,
2020-01-03,14.0,20.0,8.0,,11,
2020-01-04,7.0,15.0,2.0,,13,
2020-01-05,7.0,12.0,2.0,,13,
2020-01-06,5.0,10.0,1.0,,13,
2020-01-07,1.0,8.0,-3.0,,12,
2020-01-08,5.0,18.0,-3.0,,11,
2020-01-09,18.0,23.0,10.0,,14,
2020-01-10,6.0,16.0,2.0,,14,
2020-01-11,13.0,22.0,5.0,,13,
2020-01-12,24.0,26.0,20.0,,14,
2020-01-13,19.0,23.0,14.0,,13,
2020-01-14,16.0,23.0,8.0,,15,
2020-01-15,9.0,20.0,3.0,,15,
2020-01-16,9.0,18.0,3.0,,13,
2020-01-17,19.0,22.0,16.0,,14,
2020-01-18,19.0,26.0,15.0,,13,
2020-01-19,18.0,24.0,10.0,,14,
2020-01-20,18.0,26.0,12.0,,14,
2020-01-21,19.0,27.0,14.0,,13,
2020-01-22,12.0,19.0,5.0,,13,
2020-01-23,7.0,11.0,4.0,,12,
2020-01-24,4.0,10.0,0.0,,14,
2020-01-25,-2.0,4.0,-5.0,,14,
2020-01-26,-2.0,4.0,-6.0,,13,
2020-01-27,-2.0,2.0,-6.0,,14,
2020-01-28,10.0,17.0,2.0,,13,
2020-01-29,14.0,19.0,7.0,,17,
2020-01-30,15.0,22.0,11.0,,23,
2020-01-31,11.0,13.0,9.0,,21,
2020-02-01,10.0,15.0,5.0,,20,
2020-02-02,21.0,26.0,11.0,,15,
2020-02-03,29.0,34.0,25.0,,18,
2020-02-04,30.0,34.0,26.0,,15,
2020-02-05,30.0,34.0,27.0,,15,
2020-02-06,27.0,30.0,23.0,,16,
2020-02-07,29.0,35.0,27.0,,16,
2020-02-08,30.0,36.0,28.0,,24,
2020-02-09,29.0,34.0,24.0,,25,
2020-02-10,20.0,26.0,15.0,,23,
2020-02-11,21.0,26.0,13.0,,24,
2020-02-12,22.0,30.0,17.0,,22,
2020-02-13,20.0,28.0,15.0,,23,
2020-02-14,24.0,30.0,21.0,,23,
2020-02-15,20.0,24.0,14.0,,21,
2020-02-16,26.0,33.0,21.0,,21,
2020-02-17,32.0,36.0,28.0,,23,
2020-02-18,27.0,34.0,24.0,,26,
2020-02-19,25.0,28.0,22.0,,,
2020-02-20,30.0,36.0,27.0,,39,
2020-02-21,19.0,29.0,10.0,,41,
2020-02-22,11.0,18.0,6.0,,38,
2020-02-23,11.0,16.0,7.0,,37,
2020-02-24,17.0,29.0,6.0,,36,
2020-02-25,15.0,29.0,7.0,,35,
2020-02-26,26.0,32.0,18.0,,34,
2020-02-27,23.0,30.0,17.0,,35,
2020-02-28,17.0,25.0,13.0,,34,
2020-02-29,23.0,29.0,16.0,,34,
2020-03-01,29.0,34.0,24.0,,39,
2020-03-02,16.0,26.0,12.0,,38,
2020-03-03,9.0,13.0,1.0,,38,
2020-03-04,5.0,13.0,-1.0,,37,
2020-03-05,9.0,21.0,3.0,,37,
2020-03-06,21.0,27.0,9.0,,36,
2020-03-07,25.0,29.0,23.0,,35,
2020-03-08,29.0,36.0,23.0,,35,
2020-03-09,21.0,28.0,17.0,,38,
2020-03-10,15.0,20.0,8.0,,39,
2020-03-11,13.0,25.0,5.0,,35,
2020-03-12,20.0,28.0,9.0,,35,
2020-03-13,28.0,41.0,21.0,,34,
2020-03-14,27.0,40.0,21.0,,34,
2020-03-15,25.0,35.0,19.0,,34,
2020-03-16,32.0,38.0,24.0,,34,
2020-03-17,33.0,37.0,28.0,,34,
2020-03-18,32.0,39.0,24.0,,33,
2020-03-19,37.0,43.0,29.0,,34,
2020-03-20,33.0,41.0,27.0,,34,
2020-03-21,30.0,38.0,25.0,,33,
2020-03-22,29.0,35.0,24.0,,36,
2020-03-23,37.0,46.0,26.0,,35,
2020-03-24,37.0,42.0,32.0,,34,
2020-03-25,38.0,42.0,32.0,,34,
2020-03-26,35.0,41.0,29.0,,31,
2020-03-27,29.0,34.0,25.0,,31,
2020-03-28,25.0,34.0,16.0,,30,
2020-03-29,16.0,25.0,8.0,,30,
2020-03-30,18.0,27.0,9.0,,30,
2020-03-31,24.0,32.0,17.0,,30,
2020-04-01,28.0,33.0,24.0,,30,
2020-04-02,32.0,36.0,28.0,,30,
2020-04-03,29.0,35.0,25.0,,30,
2020-04-04,38.0,46.0,30.0,,30,
2020-04-05,28.0,39.0,20.0,,29,
2020-04-06,19.0,22.0,17.0,,28,
2020-04-07,23.0,27.0,18.0,,28,
2020-04-08,22.0,30.0,14.0,,29,
2020-04-09,25.0,32.0,20.0,,28,
2020-04-10,30.0,39.0,23.0,,27,
2020-04-11,33.0,37.0,27.0,,28,
2020-04-12,34.0,36.0,28.0,,27,
2020-04-13,37.0,42.0,33.0,,27,
2020-04-14,41.0,47.0,37.0,,27,
2020-04-15,38.0,41.0,37.0,,25,
2020-04-16,42.0,52.0,36.0,,24,
2020-04-17,44.0,53.0,37.0,,21,
2020-04-18,46.0,52.0,41.0,,19,
2020-04-19,40.0,44.0,37.0,,16,
2020-04-20,38.0,44.0,35.0,,13,
2020-04-21,37.0,44.0,34.0,,12,
2020-04-22,37.0,43.0,33.0,,12,
2020-04-23,37.0,42.0,34.0,,10,
2020-04-24,38.0,43.0,34.0,,9,
2020-04-25,39.0,49.0,34.0,,7,
2020-04-26,39.0,49.0,34.0,,5,
2020-04-27,38.0,49.0,30.0,,3,
2020-04-28,40.0,49.0,34.0,,0,
2020-04-29,40.0,47.0,35.0,,0,
2020-04-30,39.0,47.0,32.0,,0,
2020-05-01,36.0,43.0,30.0,,0,
2020-05-02,39.0,52.0,32.0,,0,
2020-05-03,39.0,48.0,34.0,,0,
2020-05-04,36.0,39.0,34.0,,0,
2020-05-05,42.0,51.0,35.0,,0,
2020-05-06,46.0,55.0,38.0,,0,
2020-05-07,38.0,41.0,35.0,,0,
2020-05-08,40.0,48.0,35.0,,0,
2020-05-09,48.0,59.0,38.0,,0,
2020-05-10,48.0,56.0,40.0,,0,
2020-05-11,40.0,48.0,35.0,,0,
2020-05-12,41.0,49.0,35.0,,0,
2020-05-13,46.0,54.0,36.0,,0,
2020-05-14,46.0,51.0,39.0,,0,
2020-05-15,43.0,52.0,37.0,,0,
2020-05-16,47.0,55.0,37.0,,0,
2020-05-17,51.0,60.0,44.0,,0,
2020-05-18,41.0,47.0,37.0,,0,
2020-05-19,43.0,50.0,38.0,,0,
2020-05-20,42.0,52.0,38.0,,0,
2020-05-21,38.0,39.0,36.0,,0,
2020-05-22,40.0,46.0,35.0,,0,
2020-05-23,42.0,49.0,39.0,,0,
2020-05-24,41.0,49.0,37.0,,0,
2020-05-25,40.0,49.0,36.0,,0,
2020-05-26,40.0,49.0,36.0,,0,
2020-05-27,43.0,52.0,35.0,,0,
2020-05-28,52.0,66.0,40.0,,0,
2020-05-29,53.0,63.0,47.0,,0,
2020-05-30,48.0,61.0,40.0,,0,
2020-05-31,44.0,52.0,40.0,,0,
2020-06-01,43.0,50.0,40.0,,0,
2020-06-02,43.0,48.0,39.0,,0,
2020-06-03,,52.0,38.0,,0,
2020-06-04,,55.0,37.0,32.5,0,
2020-06-05,49.0,55.0,41.0,32.5,0,
2020-06-06,47.0,55.0,41.0,32.5,0,
2020-06-07,47.0,60.0,40.0,32.5,0,
2020-06-08,44.0,52.0,41.0,32.5,0,
2020-06-09,42.0,46.0,40.0,32.6,0,
2020-06-10,49.0,56.0,40.0,32.6,0,
2020-06-11,50.0,62.0,41.0,32.6,0,
2020-06-12,51.0,59.0,42.0,32.6,0,
2020-06-13,52.0,62.0,44.0,32.6,0,
2020-06-14,51.0,60.0,43.0,32.6,0,
2020-06-15,52.0,65.0,42.0,32.6,0,
2020-06-16,46.0,52.0,40.0,32.6,0,
2020-06-17,44.0,49.0,42.0,32.6,0,
2020-06-18,46.0,52.0,42.0,32.9,0,
2020-06-19,46.0,53.0,41.0,32.9,0,
2020-06-20,46.0,52.0,40.0,32.9,0,
2020-06-21,46.0,52.0,41.0,32.9,0,
2020-06-22,47.0,53.0,41.0,32.9,0,
2020-06-23,44.0,49.0,41.0,32.9,0,
2020-06-24,44.0,51.0,38.0,33.0,0,
2020-06-25,46.0,52.0,41.0,33.3,0,
2020-06-26,48.0,55.0,41.0,33.3,0,
2020-06-27,50.0,62.0,40.0,33.3,0,
2020-06-28,44.0,49.0,42.0,33.3,0,
2020-06-29,50.0,59.0,42.0,33.3,0,
2020-06-30,51.0,60.0,43.0,33.3,0,
2020-07-01,55.0,65.0,47.0,33.3,0,
2020-07-02,60.0,67.0,50.0,33.3,0,
2020-07-03,60.0,69.0,52.0,33.3,0,
2020-07-04,62.0,74.0,53.0,33.3,0,
2020-07-05,52.0,61.0,48.0,33.3,0,
2020-07-06,50.0,53.0,47.0,33.3,0,
2020-07-07,55.0,63.0,48.0,33.6,0,
2020-07-08,51.0,56.0,48.0,33.6,0,
2020-07-09,51.0,61.0,47.0,33.6,0,
2020-07-10,53.0,59.0,48.0,33.6,0,
2020-07-11,53.0,60.0,49.0,33.7,0,
2020-07-12,49.0,51.0,46.0,33.7,0,
2020-07-13,50.0,56.0,46.0,33.7,0,
2020-07-14,56.0,65.0,46.0,33.7,0,
2020-07-15,61.0,68.0,53.0,33.7,0,
2020-07-16,58.0,67.0,50.0,33.7,0,
2020-07-17,52.0,59.0,49.0,33.7,0,
2020-07-18,53.0,60.0,49.0,33.7,0,
2020-07-19,51.0,52.0,49.0,33.7,0,
2020-07-20,56.0,65.0,49.0,34.8,0,
2020-07-21,56.0,63.0,49.0,34.8,0,
2020-07-22,50.0,54.0,48.0,34.8,0,
2020-07-23,54.0,64.0,46.0,35.0,0,
2020-07-24,50.0,53.0,47.0,35.0,0,
2020-07-25,48.0,51.0,44.0,35.3,0,
2020-07-26,50.0,60.0,43.0,35.4,0,
2020-07-27,53.0,63.0,47.0,35.4,0,
2020-07-28,58.0,66.0,49.0,35.4,0,
2020-07-29,60.0,68.0,50.0,35.4,0,
2020-07-30,52.0,56.0,48.0,35.4,0,
2020-07-31,52.0,58.0,48.0,35.4,0,
2020-08-01,50.0,53.0,48.0,35.4,0,
2020-08-02,52.0,59.0,49.0,35.9,0,
2020-08-03,50.0,54.0,47.0,35.9,0,
2020-08-04,53.0,62.0,48.0,36.0,0,
2020-08-05,55.0,67.0,48.0,36.0,0,
2020-08-06,48.0,50.0,46.0,36.0,0,
2020-08-07,48.0,51.0,46.0,37.2,0,
2020-08-08,49.0,53.0,47.0,37.4,0,
2020-08-09,50.0,55.0,46.0,37.4,0,
2020-08-10,52.0,59.0,48.0,37.5,0,
2020-08-11,50.0,56.0,47.0,37.6,0,
2020-08-12,49.0,56.0,44.0,37.7,0,
2020-08-13,50.0,59.0,44.0,37.7,0,
2020-08-14,54.0,62.0,44.0,37.7,0,
2020-08-15,60.0,68.0,49.0,37.7,0,
2020-08-16,58.0,68.0,50.0,37.7,0,
2020-08-17,55.0,64.0,49.0,37.7,0,
2020-08-18,51.0,56.0,48.0,37.9,0,
2020-08-19,51.0,60.0,46.0,38.0,0,
2020-08-20,56.0,66.0,47.0,38.0,0,
2020-08-21,59.0,67.0,52.0,38.0,0,
2020-08-22,56.0,64.0,52.0,38.0,0,
2020-08-23,52.0,61.0,50.0,38.0,0,
2020-08-24,50.0,53.0,44.0,38.2,0,
2020-08-25,48.0,51.0,42.0,38.4,0,
2020-08-26,47.0,50.0,41.0,38.5,0,
2020-08-27,46.0,49.0,42.0,39.6,0,
2020-08-28,50.0,58.0,42.0,39.6,0,
2020-08-29,48.0,51.0,44.0,39.6,0,
2020-08-30,48.0,51.0,44.0,39.9,0,
2020-08-31,48.0,55.0,44.0,40.4,0,
2020-09-01,49.0,55.0,46.0,40.5,0,
2020-09-02,47.0,53.0,43.0,40.5,0,
2020-09-03,42.0,47.0,38.0,41.2,0,
2020-09-04,43.0,52.0,38.0,41.3,0,
2020-09-05,44.0,53.0,38.0,41.3,0,
2020-09-06,46.0,48.0,43.0,41.4,0,
2020-09-07,49.0,54.0,44.0,42.0,0,
2020-09-08,48.0,55.0,43.0,42.0,0,
2020-09-09,44.0,50.0,39.0,42.0,0,
2020-09-10,46.0,52.0,39.0,42.0,0,
2020-09-11,44.0,52.0,37.0,42.0,0,
2020-09-12,46.0,54.0,37.0,42.0,0,
2020-09-13,49.0,60.0,40.0,42.0,0,
2020-09-14,51.0,62.0,46.0,42.0,0,
2020-09-15,46.0,51.0,42.0,42.0,0,
2020-09-16,49.0,52.0,46.0,42.1,0,
