Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2018-08-19,,0,79.9,54.3,56.8,51.4
2018-08-20,,0,80.7,54.1,55.9,52.3
2018-08-21,,0,81.3,52.9,55.8,48.6
2018-08-22,,0,81.5,54.0,59.4,50.0
2018-08-23,,0,81.5,50.9,52.7,47.7
2018-08-24,,0,82.4,50.7,55.9,45.0
2018-08-25,,0,82.4,50.0,52.3,46.8
2018-08-26,,0,82.4,51.4,54.1,48.7
2018-08-27,,0,82.8,50.4,55.6,47.3
2018-08-28,,0,82.8,55.9,62.2,48.9
2018-08-29,,0,82.8,55.4,65.5,45.3
2018-08-30,,0,82.8,51.6,55.4,49.5
2018-08-31,,0,83.1,49.8,54.1,46.0
2018-09-01,,0,83.1,51.4,59.7,45.3
2018-09-02,,0,83.1,53.8,64.0,41.2
2018-09-03,,0,83.1,48.9,64.2,35.4
2018-09-04,,0,83.1,49.5,63.3,34.9
2018-09-05,,0,83.1,54.3,62.2,47.7
2018-09-06,,0,83.1,54.1,64.6,46.9
2018-09-07,,0,83.1,50.4,57.0,43.3
2018-09-08,,0,83.1,50.0,61.7,36.9
2018-09-09,,0,83.1,52.0,63.7,37.0
2018-09-10,,0,83.1,52.7,65.7,36.0
2018-09-11,,0,83.1,59.2,66.9,50.5
2018-09-12,,0,83.1,60.8,71.4,48.0
2018-09-13,,0,83.1,59.9,71.2,41.2
2018-09-14,,0,83.1,52.2,66.6,38.8
2018-09-15,,0,83.1,50.0,53.1,48.7
2018-09-16,,0,83.2,49.5,53.2,45.7
2018-09-17,,0,83.5,48.7,53.1,45.3
2018-09-18,,0,83.5,48.9,58.8,42.6
2018-09-19,,0,83.5,50.4,60.1,42.4
2018-09-20,,0,83.5,47.8,57.7,37.8
2018-09-21,,0,83.5,46.6,52.9,39.6
2018-09-22,,0,83.8,49.3,54.7,44.8
2018-09-23,,0,83.9,49.6,55.6,45.0
2018-09-24,,0,84.0,50.0,53.4,44.2
2018-09-25,,0,85.4,42.8,54.7,32.4
2018-09-26,,0,85.4,43.3,53.4,31.1
2018-09-27,,0,85.7,45.7,49.5,42.6
2018-09-28,,0,87.9,49.5,56.1,45.3
2018-09-29,,0,87.9,50.4,60.3,38.7
2018-09-30,,0,87.9,45.3,60.6,33.8
2018-10-01,,0,0.0,45.3,54.3,32.9
2018-10-02,,0,0.2,47.7,50.2,45.1
2018-10-03,,0,0.5,46.2,49.1,43.5
2018-10-04,,0,1.5,46.9,50.0,45.0
2018-10-05,,0,2.3,45.9,50.5,42.8
2018-10-06,,0,2.4,45.9,49.5,43.0
2018-10-07,,0,2.5,46.9,51.8,44.4
2018-10-08,,0,2.7,48.0,53.8,43.0
2018-10-09,,0,2.7,46.9,50.2,44.2
2018-10-10,,0,3.0,46.6,50.7,39.6
2018-10-11,,0,4.0,42.4,48.9,34.9
2018-10-12,,0,4.2,46.8,48.9,45.1
2018-10-13,,0,8.0,43.2,50.5,35.6
2018-10-14,,0,9.7,43.2,48.0,39.0
2018-10-15,,0,9.8,48.4,50.7,44.2
2018-10-16,,0,12.0,46.0,47.7,44.1
2018-10-17,,0,13.8,44.6,47.1,41.5
2018-10-18,,0,15.4,42.6,45.0,40.3
2018-10-19,,0,16.2,41.2,44.2,36.7
2018-10-20,,0,16.7,43.0,47.8,39.9
2018-10-21,,0,18.3,43.5,46.0,41.0
2018-10-22,,0,20.6,42.6,49.6,34.7
2018-10-23,,0,20.8,40.5,44.2,35.8
2018-10-24,,0,22.3,42.3,44.4,39.9
2018-10-25,,0,22.6,42.3,47.8,39.4
2018-10-26,,0,22.9,42.3,45.7,33.1
2018-10-27,,1,23.5,39.4,43.3,34.0
2018-10-28,,0,23.9,37.8,43.2,31.6
2018-10-29,,0,23.9,30.6,33.6,28.6
2018-10-30,,0,23.9,35.6,40.3,28.9
2018-10-31,,1,23.9,33.1,39.0,27.1
2018-11-01,,0,23.9,27.0,34.5,17.6
2018-11-02,,0,23.9,34.3,38.8,20.8
2018-11-03,,0,24.2,35.4,40.5,27.1
2018-11-04,,0,24.2,35.4,39.9,32.4
2018-11-05,,0,24.2,33.6,38.5,24.6
2018-11-06,,0,24.2,36.7,39.7,30.7
2018-11-07,,0,24.3,36.3,38.7,31.6
2018-11-08,,0,24.6,35.4,37.8,31.6
2018-11-09,,0,24.6,36.7,39.7,31.6
2018-11-10,,0,24.6,33.3,37.9,25.0
2018-11-11,,0,25.1,43.2,48.7,37.8
2018-11-12,,0,26.3,45.3,48.2,40.8
2018-11-13,,0,28.7,38.5,41.7,33.3
2018-11-14,,0,28.7,34.5,43.9,28.0
2018-11-15,,0,28.7,35.2,40.8,24.4
2018-11-16,,0,28.7,41.4,43.5,38.7
2018-11-17,,0,29.4,41.4,43.9,38.7
2018-11-18,,0,29.8,44.1,45.3,41.5
2018-11-19,,0,32.5,39.6,41.7,38.1
2018-11-20,,0,33.3,36.9,38.8,34.2
2018-11-21,,0,33.3,33.1,34.7,29.7
2018-11-22,,4,33.7,28.2,31.6,24.1
2018-11-23,,4,33.7,27.1,34.5,16.5
2018-11-24,,4,33.8,32.7,36.0,27.5
2018-11-25,,5,34.5,37.9,41.9,28.4
2018-11-26,,2,36.7,38.7,42.4,37.0
2018-11-27,,0,37.4,41.4,43.0,33.6
2018-11-28,,1,38.7,28.9,33.6,21.6
2018-11-29,,0,38.7,24.1,29.1,18.5
2018-11-30,,1,38.7,30.6,33.4,23.5
2018-12-01,,4,39.0,36.1,41.4,31.6
2018-12-02,,0,40.1,34.9,37.9,31.3
2018-12-03,,2,41.0,30.6,36.3,24.6
2018-12-04,,2,41.0,36.7,39.4,30.4
2018-12-05,,3,42.0,37.0,39.2,34.2
2018-12-06,,2,42.2,34.9,36.9,33.6
2018-12-07,,1,42.5,37.2,42.3,33.3
2018-12-08,,4,46.3,30.0,34.7,21.9
2018-12-09,,5,46.4,24.3,30.0,14.7
2018-12-10,,7,46.6,32.4,34.3,29.7
2018-12-11,,10,47.0,27.9,31.6,23.7
2018-12-12,,12,47.0,20.1,23.9,16.3
2018-12-13,,12,47.3,17.4,20.8,10.0
2018-12-14,,12,47.3,23.2,32.5,18.7
2018-12-15,,20,48.1,30.9,35.1,24.1
2018-12-16,,21,48.6,24.1,30.7,21.9
2018-12-17,,20,48.7,21.6,24.8,19.9
2018-12-18,,19,48.8,22.5,24.3,20.8
2018-12-19,,18,48.8,18.1,21.6,16.3
2018-12-20,,18,49.0,18.0,22.6,12.2
2018-12-21,,17,49.1,31.6,36.1,22.6
2018-12-22,,17,49.1,34.5,38.7,33.1
2018-12-23,,17,49.8,28.9,35.4,20.5
2018-12-24,,15,49.8,22.6,30.7,13.3
2018-12-25,,14,50.4,34.2,34.3,29.1
2018-12-26,,19,50.7,33.4,34.9,30.2
2018-12-27,,21,51.0,32.0,34.2,29.8
2018-12-28,,24,51.3,29.3,34.0,19.0
2018-12-29,,25,51.4,19.8,32.5,5.4
2018-12-30,,26,51.6,31.6,37.8,22.3
2018-12-31,,28,52.5,36.3,38.5,33.3
2019-01-01,,32,53.0,34.9,37.4,32.7
2019-01-02,,28,53.5,28.8,33.6,22.6
2019-01-03,,34,53.6,21.7,27.0,11.3
2019-01-04,,29,53.6,16.7,25.0,10.0
2019-01-05,,29,53.6,14.5,18.9,8.4
2019-01-06,,29,53.6,16.3,21.4,13.6
2019-01-07,,27,53.6,15.4,23.2,7.3
2019-01-08,,28,53.6,25.0,27.1,18.1
2019-01-09,,28,53.6,21.0,27.0,11.1
2019-01-10,,28,53.6,16.2,20.1,11.7
2019-01-11,,28,53.6,13.8,23.0,2.3
2019-01-12,,28,53.7,30.0,33.6,23.0
2019-01-13,,29,53.9,35.4,37.6,33.6
2019-01-14,,32,55.1,36.7,38.3,34.5
2019-01-15,,29,55.2,33.1,39.6,25.9
2019-01-16,,30,55.2,38.1,41.0,35.6
2019-01-17,,27,55.5,34.9,38.8,27.0
2019-01-18,,27,55.5,25.3,33.3,16.5
2019-01-19,,27,55.5,22.8,29.5,14.7
2019-01-20,,27,55.5,15.3,29.5,3.9
2019-01-21,,27,55.5,31.8,34.5,28.8
2019-01-22,,27,55.5,36.0,38.7,32.0
2019-01-23,,27,56.4,37.6,39.9,34.9
2019-01-24,,27,57.7,36.1,39.7,33.4
2019-01-25,,25,58.2,34.5,38.5,30.9
2019-01-26,,28,58.4,32.2,36.7,27.7
2019-01-27,,28,58.4,35.8,37.2,34.0
2019-01-28,,27,58.6,34.7,37.0,33.3
2019-01-29,,29,59.1,33.1,34.2,31.5
2019-01-30,,35,60.2,30.9,33.6,21.7
2019-01-31,,37,60.4,28.2,31.6,21.4
2019-02-01,,36,60.4,23.4,30.7,14.2
2019-02-02,,36,60.5,29.1,31.5,21.7
2019-02-03,,36,60.6,32.7,35.2,30.9
2019-02-04,,35,60.6,31.5,33.6,25.2
2019-02-05,,35,60.7,33.1,34.5,29.1
2019-02-06,,34,60.7,26.2,35.2,15.8
2019-02-07,,33,60.7,34.2,35.8,31.8
2019-02-08,,35,60.8,32.7,35.2,25.0
2019-02-09,,35,60.8,30.4,35.1,23.5
2019-02-10,,34,60.8,33.3,36.1,27.1
2019-02-11,,35,60.8,30.7,42.3,23.7
2019-02-12,,35,60.8,32.7,42.3,24.3
2019-02-13,,35,60.8,21.6,26.4,17.4
2019-02-14,,34,60.8,18.3,22.3,14.5
2019-02-15,,34,60.8,19.9,27.3,11.1
2019-02-16,,34,60.8,29.3,32.2,24.8
2019-02-17,,34,61.0,32.9,33.8,29.1
2019-02-18,,39,61.4,31.6,34.3,28.4
2019-02-19,,40,61.5,28.4,35.1,17.8
2019-02-20,,39,61.5,27.5,30.9,14.7
2019-02-21,,39,61.5,26.4,30.2,21.2
2019-02-22,,39,61.5,24.4,29.7,13.1
2019-02-23,,39,61.5,27.5,32.9,19.8
2019-02-24,,39,61.5,27.7,41.2,17.6
2019-02-25,,39,61.5,19.9,36.3,7.3
2019-02-26,,38,61.5,18.7,33.3,8.8
2019-02-27,,38,61.5,24.4,29.8,9.9
2019-02-28,,39,61.5,23.9,38.3,12.7
2019-03-01,,38,61.5,22.8,34.2,11.8
2019-03-02,,38,61.5,31.1,36.5,25.0
2019-03-03,,38,61.5,25.5,38.7,16.3
2019-03-04,,38,61.5,27.0,33.3,14.2
2019-03-05,,38,61.5,32.5,34.3,30.4
2019-03-06,,38,61.8,32.5,35.1,30.7
2019-03-07,,37,61.8,32.5,34.0,31.6
2019-03-08,,44,62.4,33.1,33.8,31.5
2019-03-09,,54,63.4,32.7,33.8,31.6
2019-03-10,,70,64.0,32.7,36.0,22.6
2019-03-11,,72,65.3,32.4,34.9,27.7
2019-03-12,,70,65.3,28.0,33.3,18.9
2019-03-13,,73,65.5,33.3,37.2,31.6
2019-03-14,,80,66.4,34.0,36.7,31.6
2019-03-15,,82,67.3,33.8,36.7,31.5
2019-03-16,,84,68.1,36.0,38.8,34.3
2019-03-17,,78,69.2,36.9,39.7,33.6
2019-03-18,,73,70.4,35.8,38.5,31.1
2019-03-19,,71,71.3,29.8,39.9,23.7
2019-03-20,,70,71.3,37.4,45.5,27.0
2019-03-21,,67,72.8,36.3,39.2,33.4
2019-03-22,,65,74.0,37.0,40.5,33.4
2019-03-23,,63,75.5,35.1,36.9,33.4
2019-03-24,,64,76.5,36.9,39.4,34.3
2019-03-25,,61,77.0,36.1,38.8,34.3
2019-03-26,,61,77.0,37.6,42.1,33.8
2019-03-27,,60,77.0,37.0,42.4,28.6
2019-03-28,,59,77.0,36.5,39.9,34.9
2019-03-29,,58,77.0,36.9,47.1,27.3
2019-03-30,,57,77.0,37.2,52.5,28.6
2019-03-31,,57,77.0,37.6,44.1,29.7
2019-04-01,,57,77.0,38.5,55.0,27.9
2019-04-02,,57,77.0,34.2,43.7,20.8
2019-04-03,,56,77.0,37.0,43.7,27.3
2019-04-04,,56,77.0,34.0,39.4,27.0
2019-04-05,,56,77.0,36.1,49.1,29.1
2019-04-06,,55,77.0,36.5,39.9,33.6
2019-04-07,,54,78.2,39.0,45.9,36.0
2019-04-08,,53,78.3,36.9,38.8,33.6
2019-04-09,,53,78.5,36.1,40.6,32.5
2019-04-10,,53,78.5,36.3,39.2,30.7
2019-04-11,,52,78.8,36.0,39.4,34.0
2019-04-12,,54,79.7,35.4,39.6,33.3
2019-04-13,,54,79.7,37.9,50.0,29.7
2019-04-14,,53,79.7,35.2,48.7,27.7
2019-04-15,,52,79.7,33.8,41.5,23.9
2019-04-16,,52,79.8,38.5,46.9,33.6
2019-04-17,,50,79.8,33.1,38.1,29.5
2019-04-18,,51,79.8,30.0,32.5,27.9
2019-04-19,,51,79.8,30.6,37.6,27.0
2019-04-20,,53,80.1,29.8,37.6,18.1
2019-04-21,,58,80.5,32.0,37.2,27.7
2019-04-22,,60,80.9,27.3,36.0,20.1
2019-04-23,,58,80.9,26.8,32.0,20.5
2019-04-24,,58,81.1,29.1,36.0,17.2
2019-04-25,,60,81.7,34.0,40.3,29.1
2019-04-26,,60,81.7,38.5,44.2,31.8
2019-04-27,,59,81.7,36.3,52.0,24.6
2019-04-28,,58,81.7,35.8,39.4,30.4
2019-04-29,,57,81.8,37.0,40.1,34.0
2019-04-30,,55,82.3,38.8,42.4,35.6
2019-05-01,,52,82.4,41.4,50.4,35.8
2019-05-02,,50,82.4,39.4,45.0,36.1
2019-05-03,,48,82.4,37.6,41.4,35.1
2019-05-04,,48,82.4,40.3,51.4,33.3
2019-05-05,,47,82.4,36.5,38.1,34.3
2019-05-06,,46,82.7,38.1,40.8,35.8
2019-05-07,,43,82.8,40.3,42.4,36.1
2019-05-08,,40,83.3,39.9,48.7,34.5
2019-05-09,,38,83.4,39.6,42.1,36.9
2019-05-10,,39,83.7,37.6,41.4,35.4
2019-05-11,,35,86.2,37.9,41.9,35.2
2019-05-12,,34,86.7,36.1,38.7,34.2
2019-05-13,,33,87.3,37.6,43.2,34.2
2019-05-14,,31,87.3,43.2,54.0,37.0
2019-05-15,,30,87.3,40.5,42.6,36.9
2019-05-16,,28,87.3,41.4,46.8,38.1
2019-05-17,,26,87.5,37.9,41.5,34.5
2019-05-18,,23,87.9,39.7,45.1,32.2
2019-05-19,,21,87.9,41.2,43.7,37.0
2019-05-20,,21,88.2,40.5,42.6,37.2
2019-05-21,,19,88.2,44.1,52.7,35.2
2019-05-22,,16,88.2,41.4,45.7,36.7
2019-05-23,,13,88.4,42.1,45.0,39.7
2019-05-24,,8,88.6,48.7,60.6,39.0
2019-05-25,,4,88.6,42.6,45.7,41.2
2019-05-26,,1,88.7,43.3,46.9,40.3
2019-05-27,,0,89.2,42.1,45.5,39.6
2019-05-28,,0,89.4,44.2,50.4,39.9
2019-05-29,,0,89.4,42.8,45.1,39.4
2019-05-30,,0,90.1,45.3,47.5,40.5
2019-05-31,,0,90.7,44.4,47.8,40.3
2019-06-01,,0,90.8,44.4,49.3,40.6
2019-06-02,,0,90.8,45.0,52.3,33.6
2019-06-03,,0,90.8,50.0,60.4,36.7
2019-06-04,,0,90.9,51.4,59.5,43.5
2019-06-05,,0,90.9,52.2,63.0,39.7
2019-06-06,,0,90.9,56.7,68.2,42.6
2019-06-07,,0,90.9,53.8,64.0,40.5
2019-06-08,,0,90.9,48.2,52.9,44.8
2019-06-09,,0,90.9,51.4,60.3,44.8
2019-06-10,,0,90.9,52.5,62.4,35.8
2019-06-11,,0,90.9,54.7,64.8,41.5
2019-06-12,,0,90.9,53.2,60.6,45.7
2019-06-13,,0,90.9,53.1,61.3,44.2
2019-06-14,,0,90.9,48.6,50.7,46.6
2019-06-15,,0,91.3,48.4,51.8,45.9
2019-06-16,,0,91.6,49.1,54.3,45.9
2019-06-17,,0,91.7,50.5,58.5,43.9
2019-06-18,,0,91.7,50.5,58.5,40.8
2019-06-19,,0,91.7,54.1,67.1,36.0
2019-06-20,,0,91.7,50.0,58.3,43.0
2019-06-21,,0,91.7,52.2,61.2,46.9
2019-06-22,,0,91.7,55.8,66.6,42.6
2019-06-23,,0,91.7,58.8,73.6,45.1
2019-06-24,,0,91.7,57.6,67.3,48.0
2019-06-25,,0,91.7,55.0,66.6,45.9
2019-06-26,,0,91.7,60.1,73.8,41.4
2019-06-27,,0,91.7,62.6,75.2,50.7
2019-06-28,,0,91.7,64.6,80.2,45.7
2019-06-29,,0,91.7,65.8,81.0,48.6
2019-06-30,,0,91.7,61.3,73.8,48.9
2019-07-01,,0,91.7,61.7,72.3,53.1
2019-07-02,,0,91.7,64.9,73.9,55.8
2019-07-03,,0,91.7,67.8,80.1,53.2
2019-07-04,,0,91.7,65.3,81.3,48.9
2019-07-05,,0,91.7,65.5,78.4,50.4
2019-07-06,,0,91.7,67.8,82.6,52.2
2019-07-07,,0,91.7,67.3,82.0,50.4
2019-07-08,,0,91.7,67.5,82.6,49.8
2019-07-09,,0,91.7,62.1,67.8,55.0
2019-07-10,,0,91.7,59.4,69.1,54.3
2019-07-11,,0,91.7,57.4,63.0,52.9
2019-07-12,,0,91.7,55.8,59.9,53.1
2019-07-13,,0,91.7,54.3,56.5,51.8
2019-07-14,,0,91.8,53.4,55.8,51.6
2019-07-15,,0,92.4,52.5,54.3,50.5
2019-07-16,,0,94.1,52.2,56.5,47.5
2019-07-17,,0,94.4,60.1,70.9,48.2
2019-07-18,,0,94.4,62.6,72.9,48.7
2019-07-19,,0,94.4,57.4,66.6,47.3
2019-07-20,,0,94.4,57.6,63.0,49.6
2019-07-21,,0,94.4,58.6,72.3,44.1
2019-07-22,,0,94.4,58.6,71.1,45.7
2019-07-23,,0,94.4,53.8,65.8,46.0
2019-07-24,,0,94.5,54.3,60.1,50.7
2019-07-25,,0,94.5,56.1,64.8,45.1
2019-07-26,,0,94.5,52.2,54.7,50.4
2019-07-27,,0,95.1,51.6,57.9,44.4
2019-07-28,,0,96.0,52.5,61.5,43.7
2019-07-29,,0,96.0,57.4,67.6,45.7
2019-07-30,,0,96.0,57.4,71.2,42.3
2019-07-31,,0,96.0,54.5,64.8,43.5
2019-08-01,,0,96.0,55.8,63.7,50.2
2019-08-02,,0,96.1,61.2,66.6,54.3
2019-08-03,,0,96.1,64.8,69.6,59.0
2019-08-04,,0,96.1,64.0,71.8,53.1
2019-08-05,,0,96.1,62.2,68.9,56.1
2019-08-06,,0,96.1,61.3,66.2,57.9
2019-08-07,,0,96.1,66.0,73.0,57.6
2019-08-08,,0,96.1,65.8,73.0,50.5
2019-08-09,,0,96.1,60.1,75.9,44.4
2019-08-10,,0,96.1,60.4,75.7,46.2
2019-08-11,,0,96.1,60.6,76.8,46.0
2019-08-12,,0,96.1,61.0,74.7,44.8
2019-08-13,,0,96.1,61.2,73.0,50.4
2019-08-14,,0,96.1,63.7,68.0,56.8
2019-08-15,,0,96.1,63.7,72.7,58.1
2019-08-16,,0,96.1,61.9,68.5,52.9
2019-08-17,,0,96.1,63.0,67.1,58.6
2019-08-18,,0,96.1,57.7,63.0,39.7
2019-08-19,,0,96.1,50.2,62.1,34.3
2019-08-20,,0,96.1,52.0,61.2,44.1
2019-08-21,,0,96.1,51.6,66.6,36.9
2019-08-22,,0,96.1,52.3,62.2,39.7
2019-08-23,,0,96.1,54.0,65.3,40.6
2019-08-24,,0,96.1,52.9,66.4,37.6
2019-08-25,,0,96.1,51.3,62.1,37.4
2019-08-26,,0,96.1,54.7,64.9,46.0
2019-08-27,,0,96.1,56.7,67.3,42.4
2019-08-28,,0,96.1,53.8,66.0,40.1
2019-08-29,,0,96.1,54.3,62.1,47.8
2019-08-30,,0,96.1,50.7,57.2,43.2
2019-08-31,,0,96.1,52.0,54.9,48.9
2019-09-01,,0,96.4,54.3,56.3,52.2
2019-09-02,,0,97.7,52.2,54.0,48.4
2019-09-03,,0,99.3,51.3,57.9,38.5
2019-09-04,,0,99.3,47.1,58.8,36.3
2019-09-05,,0,99.3,48.9,60.6,36.3
2019-09-06,,0,99.3,51.1,58.1,41.7
2019-09-07,,0,99.3,50.7,53.1,48.0
2019-09-08,,0,101.1,50.7,62.6,38.1
2019-09-09,,0,101.1,49.5,56.5,40.8
2019-09-10,,0,101.1,50.0,57.0,43.5
2019-09-11,,0,101.1,48.0,59.5,35.1
2019-09-12,,0,101.3,50.9,53.1,48.9
2019-09-13,,0,104.1,49.6,54.9,45.0
2019-09-14,,0,104.2,54.7,65.8,44.2
2019-09-15,,0,104.2,48.9,53.4,42.4
2019-09-16,,0,105.2,52.5,59.5,39.6
2019-09-17,,0,105.2,49.3,60.3,37.0
2019-09-18,,0,105.8,50.5,55.4,48.0
2019-09-19,,0,106.4,50.0,53.8,45.1
2019-09-20,,0,106.9,48.0,52.5,45.1
2019-09-21,,0,107.2,45.7,51.1,40.5
2019-09-22,,0,107.2,44.1,53.1,32.2
2019-09-23,,0,107.2,47.8,53.1,42.1
2019-09-24,,0,107.3,45.9,49.6,42.8
2019-09-25,,0,107.5,44.2,46.8,40.5
2019-09-26,,0,107.5,43.3,47.8,38.1
2019-09-27,,0,107.5,41.4,52.0,26.4
2019-09-28,,0,107.5,44.2,46.9,42.1
2019-09-29,,0,107.6,48.6,51.4,44.1
2019-09-30,,0,108.5,47.1,50.5,45.5
2019-10-01,,0,0.0,45.5,51.1,40.8
2019-10-02,,0,0.4,44.1,48.9,37.8
2019-10-03,,0,0.4,39.9,52.3,30.6
2019-10-04,,0,0.4,45.7,53.6,32.5
2019-10-05,,0,0.4,42.3,46.8,37.9
2019-10-06,,0,0.4,40.6,44.8,36.5
2019-10-07,,0,0.4,41.9,48.0,35.1
2019-10-08,,0,0.4,42.3,45.1,38.8
2019-10-09,,0,0.5,43.5,45.7,41.0
2019-10-10,,0,1.3,40.6,45.1,38.5
2019-10-11,,0,1.6,38.8,43.9,35.2
2019-10-12,,0,1.6,38.7,43.3,29.1
2019-10-13,,0,1.6,37.2,46.0,24.6
2019-10-14,,0,1.6,38.0,46.0,26.0
2019-10-15,,0,1.6,35.0,41.0,26.0
2019-10-16,,0,1.6,36.0,39.0,33.0
2019-10-17,,0,1.7,38.0,41.0,36.0
2019-10-18,,0,1.8,39.0,44.0,35.0
2019-10-19,,0,1.9,41.0,44.0,37.0
2019-10-20,,0,2.1,40.0,43.0,38.0
2019-10-21,,0,2.5,39.0,44.0,35.0
2019-10-22,,0,2.5,38.0,42.0,34.0
2019-10-23,,0,4.8,41.0,45.0,38.0
2019-10-24,,0,7.8,40.0,44.0,38.0
2019-10-25,,0,8.1,38.0,40.0,32.0
2019-10-26,,0,8.2,42.0,44.0,38.0
2019-10-27,,0,8.5,45.0,47.0,42.0
2019-10-28,,0,12.1,45.0,48.0,42.0
2019-10-29,,0,13.3,43.0,45.0,38.0
2019-10-30,,0,15.1,38.0,44.0,31.0
2019-10-31,,0,15.1,41.0,44.0,38.0
2019-11-01,,0,15.6,42.0,46.0,34.0
2019-11-02,,0,15.9,39.0,42.0,32.0
2019-11-03,,0,16.0,41.0,43.0,39.0
2019-11-04,,0,16.3,40.0,42.0,39.0
2019-11-05,,0,16.6,43.0,46.0,40.0
2019-11-06,,0,17.0,44.0,46.0,43.0
2019-11-07,,0,17.5,45.0,46.0,43.0
2019-11-08,,0,17.9,43.0,47.0,34.0
2019-11-09,,0,17.9,40.0,46.0,31.0
2019-11-10,,0,18.1,42.0,43.0,40.0
2019-11-11,,0,18.1,40.0,42.0,38.0
2019-11-12,,0,18.1,42.0,44.0,39.0
2019-11-13,,0,18.2,43.0,46.0,38.0
2019-11-14,,0,18.7,39.0,41.0,34.0
2019-11-15,,0,19.1,40.0,43.0,34.0
2019-11-16,,0,20.6,33.0,37.0,31.0
2019-11-17,,3,20.8,33.0,37.0,28.0
2019-11-18,,2,20.8,29.0,36.0,20.0
2019-11-19,,3,20.9,41.0,43.0,36.0
2019-11-20,,0,21.9,41.0,43.0,37.0
2019-11-21,,1,23.0,38.0,44.0,35.0
2019-11-22,,0,24.9,36.0,40.0,32.0
2019-11-23,,0,25.4,33.0,36.0,31.0
2019-11-24,,0,25.4,29.0,32.0,27.0
2019-11-25,,3,25.5,24.0,27.0,21.0
2019-11-26,,2,25.5,28.0,32.0,21.0
2019-11-27,,,,33.0,35.0,31.0
2019-11-28,,12,,39.0,41.0,35.0
2019-11-29,,4,,39.0,41.0,36.0
2019-11-30,,2,,35.0,39.0,31.0
2019-12-01,,1,,32.0,34.0,30.0
2019-12-02,,7,,28.0,31.0,25.0
2019-12-03,,5,,25.0,27.0,24.0
2019-12-04,,5,,22.0,25.0,20.0
2019-12-05,,5,,24.0,28.0,14.0
2019-12-06,,6,,33.0,38.0,28.0
2019-12-07,,6,,39.0,44.0,36.0
2019-12-08,,0,,36.0,44.0,34.0
2019-12-09,,0,,41.0,46.0,35.0
2019-12-10,,0,,39.0,42.0,36.0
2019-12-11,,0,,41.0,45.0,38.0
2019-12-12,,0,,39.0,43.0,37.0
2019-12-13,,0,,37.0,42.0,34.0
2019-12-14,,0,,37.0,41.0,34.0
2019-12-15,,0,,39.0,42.0,36.0
2019-12-16,,0,,35.0,38.0,33.0
2019-12-17,,2,,35.0,37.0,33.0
2019-12-18,,2,,34.0,36.0,30.0
2019-12-19,,2,,29.0,33.0,23.0
2019-12-20,,2,,22.0,26.0,20.0
2019-12-21,,2,,23.0,25.0,20.0
2019-12-22,,2,,24.0,30.0,17.0
2019-12-23,,2,,22.0,29.0,14.0
2019-12-24,,5,,25.0,31.0,15.0
2019-12-25,,7,,23.0,39.0,9.0
2019-12-26,,7,,20.0,25.0,14.0
2019-12-27,,5,,11.0,16.0,4.0
2019-12-28,,5,,15.0,23.0,9.0
2019-12-29,,5,,29.0,35.0,13.0
2019-12-30,,13,,33.0,36.0,32.0
2019-12-31,,15,,31.0,40.0,12.0
2020-01-01,,12,,5.0,12.0,3.0
2020-01-02,,10,,2.0,13.0,-8.0
2020-01-03,,10,,17.0,24.0,11.0
2020-01-04,,11,,10.0,15.0,8.0
2020-01-05,,11,,12.0,15.0,7.0
2020-01-06,,11,,7.0,12.0,5.0
2020-01-07,,10,,6.0,9.0,3.0
2020-01-08,,10,,7.0,15.0,-5.0
2020-01-09,,10,,16.0,24.0,-2.0
2020-01-10,,10,,13.0,19.0,8.0
2020-01-11,,9,,13.0,23.0,3.0
2020-01-12,,9,,26.0,29.0,22.0
2020-01-13,,10,,21.0,23.0,18.0
2020-01-14,,12,,21.0,26.0,17.0
2020-01-15,,11,,14.0,22.0,5.0
2020-01-16,,10,,6.0,16.0,-5.0
2020-01-17,,10,,19.0,24.0,10.0
2020-01-18,,10,,16.0,26.0,6.0
2020-01-19,,11,,12.0,20.0,3.0
2020-01-20,,11,,16.0,26.0,2.0
2020-01-21,,10,,15.0,23.0,4.0
2020-01-22,,10,,16.0,20.0,10.0
2020-01-23,,11,,12.0,16.0,11.0
2020-01-24,,10,,11.0,14.0,6.0
2020-01-25,,9,,3.0,6.0,1.0
2020-01-26,,9,,2.0,5.0,-1.0
2020-01-27,,9,,1.0,5.0,-2.0
2020-01-28,,10,,9.0,15.0,-1.0
2020-01-29,,14,,18.0,23.0,11.0
2020-01-30,,15,,13.0,22.0,3.0
2020-01-31,,15,,16.0,19.0,11.0
2020-02-01,,15,,14.0,16.0,9.0
2020-02-02,,13,,22.0,30.0,5.0
2020-02-03,,13,,32.0,35.0,28.0
2020-02-04,,14,,29.0,33.0,22.0
2020-02-05,,14,,32.0,35.0,29.0
2020-02-06,,16,,29.0,35.0,18.0
2020-02-07,,16,,31.0,33.0,27.0
2020-02-08,,29,,32.0,34.0,32.0
2020-02-09,,29,,31.0,35.0,24.0
2020-02-10,,29,,23.0,29.0,18.0
2020-02-11,,30,,23.0,30.0,11.0
2020-02-12,,30,,25.0,33.0,18.0
